http://dbpedia.org/ontology/Single,Single,http://dbpedia.org/ontology/runtime
http://dbpedia.org/resource/Isn't_Life_Strange,Isn't Life Strange,367.9527154657725
http://dbpedia.org/resource/Untouchable_(Girls_Aloud_song),Untouchable (Girls Aloud song),235.825059444486
http://dbpedia.org/resource/Better_as_a_Memory,Better as a Memory,241.9003776864626
http://dbpedia.org/resource/Marry_Me_(Jason_Derulo_song),Marry Me (Jason Derulo song),214.2818204302051
http://dbpedia.org/resource/Bitch's_Brew,Bitch's Brew,248.0089145234309
http://dbpedia.org/resource/Without_You_(Mötley_Crüe_song),Without You (Mötley Crüe song),281.97744669782253
http://dbpedia.org/resource/Future_Love_Paradise,Future Love Paradise,325.6683128969208
http://dbpedia.org/resource/Thank_God_for_Believers_(song),Thank God for Believers (song),203.595272416526
http://dbpedia.org/resource/Morningtown_Ride,Morningtown Ride,159.87224508449214
http://dbpedia.org/resource/Sayonara_Memories,Sayonara Memories,354.696024743952
http://dbpedia.org/resource/Above_Horizons,Above Horizons,265.9942006242032
http://dbpedia.org/resource/A_Happy_Place,A Happy Place,213.13957994323533
http://dbpedia.org/resource/Pain_Is_So_Close_to_Pleasure,Pain Is So Close to Pleasure,275.6588484132576
http://dbpedia.org/resource/Relator_(song),Relator (song),150.7903656211362
http://dbpedia.org/resource/Mrs._Potter's_Lullaby,Mrs. Potter's Lullaby,239.30200819476656
http://dbpedia.org/resource/Desert_Rose_(Eric_Johnson_song),Desert Rose (Eric Johnson song),291.15150590692184
http://dbpedia.org/resource/Deeper_Love,Deeper Love,289.6038370718053
http://dbpedia.org/resource/Dark_Streets_of_London,Dark Streets of London,211.50483542303064
http://dbpedia.org/resource/Case_of_the_P.T.A.,Case of the P.T.A.,214.75842578526365
http://dbpedia.org/resource/The_W.A.N.D._(The_Will_Always_Negates_Defeat),The W.A.N.D. (The Will Always Negates Defeat),211.26379789913022
http://dbpedia.org/resource/No_Regrets_(Tom_Rush_song),No Regrets (Tom Rush song),310.8079241542284
http://dbpedia.org/resource/A_Lot_of_Things_Different,A Lot of Things Different,280.9660860309263
http://dbpedia.org/resource/In_My_Mind_(Antiloop_song),In My Mind (Antiloop song),218.35661509693574
http://dbpedia.org/resource/The_Manpower!!!,The Manpower!!!,772.2180450389276
http://dbpedia.org/resource/Monday_Morning_Church,Monday Morning Church,203.89486879366117
http://dbpedia.org/resource/Daddy's_Hands,Daddy's Hands,199.58512329016122
http://dbpedia.org/resource/Someday_We'll_Be_Together,Someday We'll Be Together,207.77444738381297
http://dbpedia.org/resource/Miss_Nothing,Miss Nothing,199.69425920219751
http://dbpedia.org/resource/No_Regrets_(Dappy_song),No Regrets (Dappy song),227.43367122066957
http://dbpedia.org/resource/Potential_Breakup_Song,Potential Breakup Song,224.6405084009615
http://dbpedia.org/resource/Faded_(Zhu_song),Faded (Zhu song),164.53956690181823
http://dbpedia.org/resource/When_the_Lovelight_Starts_Shining_Through_His_Eyes,When the Lovelight Starts Shining Through His Eyes,177.32152824893512
http://dbpedia.org/resource/Don't_Judge_Me,Don't Judge Me,240.01201232417878
