http://dbpedia.org/ontology/SportsTeam,SportsTeam,http://dbpedia.org/ontology/runtime
http://dbpedia.org/resource/Stan_Lee's_Mighty_7,Stan Lee's Mighty 7,4515.988538617596
http://dbpedia.org/resource/Termites_of_1938,Termites of 1938,857.6981274995195
http://dbpedia.org/resource/Music_of_the_Perfect_Dark_series,Music of the Perfect Dark series,4840.165171360572
http://dbpedia.org/resource/Dizzy_Doctors,Dizzy Doctors,1005.3729345941281
http://dbpedia.org/resource/He_Cooked_His_Goose,He Cooked His Goose,840.3996516747472
http://dbpedia.org/resource/Three_Little_Pirates,Three Little Pirates,1106.474324911717
http://dbpedia.org/resource/Asterix_films_(live_action),Asterix films (live action),6741.475687715569
http://dbpedia.org/resource/Hugs_and_Mugs,Hugs and Mugs,814.2751785471255
http://dbpedia.org/resource/Monkey_Businessmen,Monkey Businessmen,991.4774422161471
http://dbpedia.org/resource/Scheming_Schemers,Scheming Schemers,859.520814238844
