http://dbpedia.org/ontology/HistoricPlace,HistoricPlace,http://dbpedia.org/ontology/yearOfConstruction
http://dbpedia.org/resource/La_Vale_Tollgate_House,La Vale Tollgate House,1764
http://dbpedia.org/resource/Tom_Smith_House,Tom Smith House,2049
http://dbpedia.org/resource/First_State_Bank_of_Manlius,First State Bank of Manlius,1784
http://dbpedia.org/resource/Arnold_Homestead,Arnold Homestead,1589
http://dbpedia.org/resource/Foster_Falls_Historic_District,Foster Falls Historic District,1778
http://dbpedia.org/resource/Clarence_Anderson_Barn,Clarence Anderson Barn,2209
http://dbpedia.org/resource/Fred_Graham_House,Fred Graham House,2011
http://dbpedia.org/resource/Bogan_Cabin,Bogan Cabin,2204
http://dbpedia.org/resource/Forrest_Cemetery_Chapel_and_Comfort_Station,Forrest Cemetery Chapel and Comfort Station,2065
"http://dbpedia.org/resource/North_Presbyterian_Church_(Cleveland,_Ohio)","North Presbyterian Church (Cleveland, Ohio)",1765
http://dbpedia.org/resource/E.L._Newman_Lustron_House,E.L. Newman Lustron House,2082
http://dbpedia.org/resource/Sandford_Dugout,Sandford Dugout,2054
http://dbpedia.org/resource/John_G._Coburn_Farm,John G. Coburn Farm,1844
http://dbpedia.org/resource/Colonel_James_Drane_House,Colonel James Drane House,2107
http://dbpedia.org/resource/Kasna_Creek_Mining_District,Kasna Creek Mining District,1737
http://dbpedia.org/resource/Fritz_Seifart_House,Fritz Seifart House,1754
http://dbpedia.org/resource/Elliott-Donaldson_House,Elliott-Donaldson House,1794
http://dbpedia.org/resource/Ashtabula_Harbour_Commercial_District,Ashtabula Harbour Commercial District,2135
"http://dbpedia.org/resource/Woodburn_(Charlottesville,_Virginia)","Woodburn (Charlottesville, Virginia)",1633
http://dbpedia.org/resource/Wise_County_Courthouse_(Virginia),Wise County Courthouse (Virginia),1796
http://dbpedia.org/resource/Woodsville_Opera_Building,Woodsville Opera Building,2047
http://dbpedia.org/resource/Lincolnshire_Historic_District,Lincolnshire Historic District,1925
http://dbpedia.org/resource/David_W._Thomas_House,David W. Thomas House,1681
http://dbpedia.org/resource/Bethel_Village_Historic_District,Bethel Village Historic District,1852
